Local time,Open,High,Low,Close,Volume
03.10.2017 09:00:00.000 GMT+0900,112.774,113.195,112.667,112.853,162170.7813
04.10.2017 09:00:00.000 GMT+0900,112.853,112.937,112.323,112.820,170665.1563
05.10.2017 09:00:00.000 GMT+0900,112.819,112.919,112.414,112.789,155717.4375
06.10.2017 09:00:00.000 GMT+0900,112.788,113.438,112.606,112.614,167688.75
07.10.2017 09:00:00.000 GMT+0900,112.614,112.614,112.614,112.614,0
08.10.2017 09:00:00.000 GMT+0900,112.565,112.674,112.330,112.544,8336.1504
09.10.2017 09:00:00.000 GMT+0900,112.542,112.745,112.508,112.675,110259.3438
10.10.2017 09:00:00.000 GMT+0900,112.676,112.828,111.990,112.354,153998.4063
11.10.2017 09:00:00.000 GMT+0900,112.353,112.584,112.080,112.443,155772.2656
12.10.2017 09:00:00.000 GMT+0900,112.442,112.463,112.125,112.239,164214.7344
13.10.2017 09:00:00.000 GMT+0900,112.239,112.262,111.686,111.825,150071.5156
14.10.2017 09:00:00.000 GMT+0900,111.825,111.825,111.825,111.825,0
15.10.2017 09:00:00.000 GMT+0900,111.751,111.976,111.751,111.874,6526.2402
16.10.2017 09:00:00.000 GMT+0900,111.876,112.289,111.653,112.182,142795.375
