Local time,Open,High,Low,Close,Volume
10.12.2016 06:00:00.000 GMT+0900,115.243,115.375,115.205,115.364,4059.3999
10.12.2016 07:00:00.000 GMT+0900,115.364,115.364,115.364,115.364,0
10.12.2016 08:00:00.000 GMT+0900,115.364,115.364,115.364,115.364,0
10.12.2016 09:00:00.000 GMT+0900,115.364,115.364,115.364,115.364,0
10.12.2016 10:00:00.000 GMT+0900,115.364,115.364,115.364,115.364,0
10.12.2016 11:00:00.000 GMT+0900,115.364,115.364,115.364,115.364,0
10.12.2016 12:00:00.000 GMT+0900,115.364,115.364,115.364,115.364,0
10.12.2016 13:00:00.000 GMT+0900,115.364,115.364,115.364,115.364,0
10.12.2016 14:00:00.000 GMT+0900,115.364,115.364,115.364,115.364,0
10.12.2016 15:00:00.000 GMT+0900,115.364,115.364,115.364,115.364,0
10.12.2016 16:00:00.000 GMT+0900,115.364,115.364,115.364,115.364,0
10.12.2016 17:00:00.000 GMT+0900,115.364,115.364,115.364,115.364,0
10.12.2016 18:00:00.000 GMT+0900,115.364,115.364,115.364,115.364,0
10.12.2016 19:00:00.000 GMT+0900,115.364,115.364,115.364,115.364,0
10.12.2016 20:00:00.000 GMT+0900,115.364,115.364,115.364,115.364,0
10.12.2016 21:00:00.000 GMT+0900,115.364,115.364,115.364,115.364,0
10.12.2016 22:00:00.000 GMT+0900,115.364,115.364,115.364,115.364,0
10.12.2016 23:00:00.000 GMT+0900,115.364,115.364,115.364,115.364,0
11.12.2016 00:00:00.000 GMT+0900,115.364,115.364,115.364,115.364,0
11.12.2016 01:00:00.000 GMT+0900,115.364,115.364,115.364,115.364,0
11.12.2016 02:00:00.000 GMT+0900,115.364,115.364,115.364,115.364,0
11.12.2016 03:00:00.000 GMT+0900,115.364,115.364,115.364,115.364,0
11.12.2016 04:00:00.000 GMT+0900,115.364,115.364,115.364,115.364,0
11.12.2016 05:00:00.000 GMT+0900,115.364,115.364,115.364,115.364,0
11.12.2016 06:00:00.000 GMT+0900,115.364,115.364,115.364,115.364,0
11.12.2016 07:00:00.000 GMT+0900,115.364,115.364,115.364,115.364,0
11.12.2016 08:00:00.000 GMT+0900,115.364,115.364,115.364,115.364,0
11.12.2016 09:00:00.000 GMT+0900,115.364,115.364,115.364,115.364,0
11.12.2016 10:00:00.000 GMT+0900,115.364,115.364,115.364,115.364,0
11.12.2016 11:00:00.000 GMT+0900,115.364,115.364,115.364,115.364,0
11.12.2016 12:00:00.000 GMT+0900,115.364,115.364,115.364,115.364,0
11.12.2016 13:00:00.000 GMT+0900,115.364,115.364,115.364,115.364,0
11.12.2016 14:00:00.000 GMT+0900,115.364,115.364,115.364,115.364,0
11.12.2016 15:00:00.000 GMT+0900,115.364,115.364,115.364,115.364,0
11.12.2016 16:00:00.000 GMT+0900,115.364,115.364,115.364,115.364,0
11.12.2016 17:00:00.000 GMT+0900,115.364,115.364,115.364,115.364,0
11.12.2016 18:00:00.000 GMT+0900,115.364,115.364,115.364,115.364,0
11.12.2016 19:00:00.000 GMT+0900,115.364,115.364,115.364,115.364,0
11.12.2016 20:00:00.000 GMT+0900,115.364,115.364,115.364,115.364,0
11.12.2016 21:00:00.000 GMT+0900,115.364,115.364,115.364,115.364,0
11.12.2016 22:00:00.000 GMT+0900,115.364,115.364,115.364,115.364,0
11.12.2016 23:00:00.000 GMT+0900,115.364,115.364,115.364,115.364,0
12.12.2016 00:00:00.000 GMT+0900,115.364,115.364,115.364,115.364,0
12.12.2016 01:00:00.000 GMT+0900,115.364,115.364,115.364,115.364,0
12.12.2016 02:00:00.000 GMT+0900,115.364,115.364,115.364,115.364,0
12.12.2016 03:00:00.000 GMT+0900,115.364,115.364,115.364,115.364,0
12.12.2016 04:00:00.000 GMT+0900,115.364,115.364,115.364,115.364,0
12.12.2016 05:00:00.000 GMT+0900,115.364,115.364,115.364,115.364,0
12.12.2016 06:00:00.000 GMT+0900,115.364,115.364,115.364,115.364,0
12.12.2016 07:00:00.000 GMT+0900,115.423,115.461,115.371,115.460,1250.3199
12.12.2016 08:00:00.000 GMT+0900,115.460,115.547,115.368,115.423,6700.3501
12.12.2016 09:00:00.000 GMT+0900,115.425,115.619,115.356,115.497,8145.6401
12.12.2016 10:00:00.000 GMT+0900,115.495,115.503,115.326,115.430,8430.1797
12.12.2016 11:00:00.000 GMT+0900,115.447,115.454,115.203,115.287,11968.7305
12.12.2016 12:00:00.000 GMT+0900,115.287,115.309,115.163,115.278,6531.0498
12.12.2016 13:00:00.000 GMT+0900,115.278,115.568,115.265,115.542,7396.9302
12.12.2016 14:00:00.000 GMT+0900,115.540,115.595,115.467,115.574,5781.5498
12.12.2016 15:00:00.000 GMT+0900,115.575,115.721,115.545,115.642,6126.3799
